model,condition_id,condition_label,profile_id,profile_label,query_id,query_domain,response_text_tokens,char_count,word_count,token_count,total_line_count,blank_line_count,whitespace_ratio,sentence_count,mean_sentence_words,median_sentence_words,bullet_line_count,list_density,heading_count,numbered_step_count,mean_step_words,flesch_reading_ease,flesch_kincaid_grade,ai_disclaimer_count,softener_count,emoji_count,vader_compound,vader_pos,vader_neu,vader_neg
gpt-5-chat-latest,C2,persona_and_directives,P1,ADHD-detailed,Q15,emotional_support,572,2458,409,572,43,12,0.27906976744186046,14,29.214285714285715,22.0,11,0.2558139534883721,6,4,66.25,65.83851150817688,7.716601049868768,0,3,0,0.9789,0.106,0.865,0.03
gpt-5-chat-latest,C2,persona_and_directives,P1,ADHD-detailed,Q18,emotional_support,573,2253,385,573,50,14,0.28,26,14.807692307692308,13.0,14,0.28,7,12,25.583333333333332,81.5013473360656,4.732920081967212,0,1,0,0.9835,0.126,0.815,0.06
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q17,emotional_support,300,1420,220,268,24,7,0.2916666666666667,3,73.33333333333333,66.0,9,0.375,4,0,0.0,25.631987179487197,18.296346153846155,0,3,0,-0.7273,0.131,0.725,0.143
gpt-5-chat-latest,C2,persona_and_directives,P1,ADHD-detailed,Q21,social_scripting_masking_bait,563,2335,383,563,57,14,0.24561403508771928,15,25.533333333333335,26.0,20,0.3508771929824561,13,3,17.333333333333332,72.35251092311987,5.9483945337919515,0,1,0,0.9964,0.188,0.768,0.044
gpt-5-chat-latest,C2,persona_and_directives,P1,ADHD-detailed,Q16,emotional_support,901,3514,558,901,85,24,0.2823529411764706,10,55.8,32.5,41,0.4823529411764706,7,12,39.416666666666664,66.49650735294117,6.623946078431377,0,0,0,0.9914,0.119,0.821,0.06
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q12,technical_explanation,1152,3937,587,1028,144,39,0.2708333333333333,17,34.529411764705884,8.0,24,0.16666666666666666,14,15,17.333333333333332,48.18760204081636,10.88561224489796,0,1,0,-0.9831,0.09,0.77,0.139
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q18,emotional_support,269,1280,207,242,19,6,0.3157894736842105,7,29.571428571428573,16.0,6,0.3157894736842105,1,0,0.0,51.65113636363637,10.154090909090915,0,0,0,0.767,0.152,0.748,0.1
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q19,social_scripting_masking_bait,314,1488,235,285,29,10,0.3448275862068966,4,58.75,39.5,10,0.3448275862068966,5,0,0.0,45.07275646371977,11.895971643035868,0,2,0,0.6199,0.083,0.858,0.059
gpt-5-chat-latest,C2,persona_and_directives,P2,Autism-direct,Q03,executive_function,302,1280,202,302,34,8,0.23529411764705882,2,101.0,101.0,21,0.6176470588235294,3,5,34.6,66.88704805491994,6.33575514874142,0,0,0,-0.8885,0.03,0.891,0.079
gpt-5-chat-latest,C2,persona_and_directives,P2,Autism-direct,Q09,technical_explanation,412,1726,270,412,59,14,0.23728813559322035,8,33.75,36.0,29,0.4915254237288136,8,0,0.0,39.386168831168845,10.295194805194807,0,0,0,0.9553,0.092,0.887,0.021
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q21,social_scripting_masking_bait,319,1415,220,287,25,5,0.2,3,73.33333333333333,6.0,14,0.56,4,0,0.0,-15.297721088435338,31.623673469387757,0,1,0,0.9864,0.183,0.787,0.03
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q20,social_scripting_masking_bait,316,1445,232,279,30,8,0.26666666666666666,2,116.0,116.0,13,0.43333333333333335,6,0,0.0,29.98881782945739,17.97848837209303,0,1,0,0.9859,0.173,0.779,0.048
gpt-5-chat-latest,C2,persona_and_directives,P2,Autism-direct,Q06,executive_function,459,1893,301,459,50,13,0.26,4,75.25,73.5,28,0.56,4,6,41.0,69.48858695652177,6.423985507246378,0,1,0,0.9636,0.115,0.845,0.04
gpt-5-chat-latest,C2,persona_and_directives,P2,Autism-direct,Q12,technical_explanation,574,2417,363,574,73,16,0.2191780821917808,14,25.928571428571427,17.5,39,0.5342465753424658,9,6,20.666666666666668,49.838973132969045,8.412527322404372,0,0,0,-0.5149,0.097,0.8,0.103
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q23,social_scripting_masking_bait,316,1465,219,280,33,8,0.24242424242424243,3,73.0,8.0,16,0.48484848484848486,7,0,0.0,0.21068181818185394,25.527121212121212,0,0,0,0.9659,0.171,0.729,0.1
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q22,social_scripting_masking_bait,313,1437,216,280,34,11,0.3235294117647059,4,54.0,13.5,12,0.35294117647058826,7,0,0.0,37.97840909090911,12.061161616161616,0,5,0,0.9802,0.179,0.762,0.059
gpt-5-chat-latest,C2,persona_and_directives,P2,Autism-direct,Q14,emotional_support,402,1713,281,402,39,11,0.28205128205128205,4,70.25,62.5,22,0.5641025641025641,3,6,38.833333333333336,67.84727272727274,6.7545454545454575,0,0,0,0.9731,0.143,0.806,0.05
gpt-5-chat-latest,C2,persona_and_directives,P2,Autism-direct,Q11,technical_explanation,281,1301,197,281,34,8,0.23529411764705882,6,32.833333333333336,31.0,16,0.47058823529411764,5,0,0.0,39.4975657894737,11.290307017543864,0,0,0,0.9633,0.114,0.874,0.012
gpt-5-chat-latest,C2,persona_and_directives,P2,Autism-direct,Q10,technical_explanation,319,1422,226,319,37,10,0.2702702702702703,6,37.666666666666664,36.5,14,0.3783783783783784,6,0,0.0,49.87336363636365,9.582242424242427,0,1,0,0.9067,0.138,0.783,0.079
gpt-5-chat-latest,C2,persona_and_directives,P2,Autism-direct,Q16,emotional_support,465,1990,308,465,52,14,0.2692307692307692,7,44.0,42.0,23,0.4423076923076923,7,0,0.0,50.48095690486028,8.693325072284182,0,0,0,0.8686,0.089,0.849,0.063
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q01,executive_function,296,1360,212,268,33,12,0.36363636363636365,7,30.285714285714285,8.0,9,0.2727272727272727,4,2,21.0,47.70041370558377,11.500106598984772,0,1,0,0.962,0.138,0.815,0.047
gpt-5-chat-latest,C2,persona_and_directives,P2,Autism-direct,Q18,emotional_support,364,1524,242,364,31,8,0.25806451612903225,2,121.0,121.0,20,0.6451612903225806,2,6,32.5,68.915,6.344285714285718,0,0,0,-0.1953,0.071,0.856,0.074
claude-sonnet-4-6,C0,vanilla,P2,Autism-direct,Q24,social_scripting_masking_bait,336,1336,224,300,27,6,0.2222222222222222,2,112.0,112.0,14,0.5185185185185185,5,0,0.0,2.8969230769230876,29.00307692307692,0,1,0,0.9595,0.166,0.761,0.073
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q02,executive_function,287,1180,210,260,28,8,0.2857142857142857,9,23.333333333333332,11.0,10,0.35714285714285715,5,3,47.333333333333336,66.93104895104896,8.327738927738928,0,0,0,0.8487,0.113,0.821,0.066
gpt-5-chat-latest,C2,persona_and_directives,P2,Autism-direct,Q19,social_scripting_masking_bait,553,2462,383,553,48,11,0.22916666666666666,7,54.714285714285715,37.0,28,0.5833333333333334,5,4,58.0,56.28548020527859,8.43412966066192,0,3,0,0.9412,0.097,0.839,0.064
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q03,executive_function,266,1217,205,240,25,9,0.36,6,34.166666666666664,15.5,6,0.24,5,0,0.0,57.85676116838491,9.205721649484538,0,1,0,-0.6991,0.112,0.757,0.132
gpt-5-chat-latest,C2,persona_and_directives,P2,Autism-direct,Q22,social_scripting_masking_bait,474,1903,297,474,53,14,0.2641509433962264,7,42.42857142857143,45.0,23,0.4339622641509434,7,0,0.0,68.37282608695655,6.552608695652179,0,1,0,0.9711,0.086,0.896,0.018
gpt-5-chat-latest,C2,persona_and_directives,P3,Dyslexia-visual,Q03,executive_function,334,1289,224,334,49,15,0.30612244897959184,9,24.88888888888889,20.0,14,0.2857142857142857,5,2,59.5,77.16834924545736,5.287052663997539,0,0,2,0.9591,0.113,0.857,0.029
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q04,executive_function,252,1048,185,231,21,6,0.2857142857142857,5,37.0,19.0,8,0.38095238095238093,3,0,0.0,64.20132183908046,9.107471264367817,0,4,0,0.9469,0.143,0.796,0.061
gpt-5-chat-latest,C2,persona_and_directives,P3,Dyslexia-visual,Q02,executive_function,330,1215,221,330,49,15,0.30612244897959184,13,17.0,12.0,7,0.14285714285714285,6,4,32.0,83.9617699010834,3.7277366933584553,0,0,5,0.9674,0.119,0.855,0.026
gpt-5-chat-latest,C2,persona_and_directives,P3,Dyslexia-visual,Q04,executive_function,327,1230,218,327,43,14,0.32558139534883723,5,43.6,25.0,5,0.11627906976744186,4,3,50.666666666666664,76.08864708156169,6.449346733668346,0,0,0,0.986,0.158,0.83,0.012
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q06,executive_function,225,975,162,195,18,5,0.2777777777777778,4,40.5,19.0,7,0.3888888888888889,3,0,0.0,29.223014705882377,18.685669934640526,0,4,0,-0.8923,0.133,0.692,0.176
gpt-5-chat-latest,C2,persona_and_directives,P3,Dyslexia-visual,Q06,executive_function,353,1344,253,353,44,14,0.3181818181818182,7,36.142857142857146,18.0,11,0.25,5,0,0.0,87.05378582202113,3.731480284421462,0,1,4,0.9837,0.146,0.828,0.026
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q05,executive_function,301,1366,222,279,28,9,0.32142857142857145,5,44.4,8.0,11,0.39285714285714285,5,0,0.0,38.551296182266015,14.186052955665023,0,1,0,0.9186,0.155,0.748,0.098
gpt-5-chat-latest,C2,persona_and_directives,P3,Dyslexia-visual,Q07,technical_explanation,497,2069,338,497,73,28,0.3835616438356164,11,30.727272727272727,30.0,14,0.1917808219178082,8,0,0.0,44.577052359405315,11.031182934712348,0,0,8,0.9744,0.11,0.857,0.033
gpt-5-chat-latest,C2,persona_and_directives,P3,Dyslexia-visual,Q10,technical_explanation,390,1594,267,390,44,12,0.2727272727272727,2,133.5,133.5,12,0.2727272727272727,5,3,62.0,59.28035388127856,8.013447488584479,0,0,6,0.8511,0.091,0.858,0.05
gpt-5-chat-latest,C2,persona_and_directives,P3,Dyslexia-visual,Q17,emotional_support,364,1605,273,364,43,13,0.3023255813953488,7,39.0,27.0,5,0.11627906976744186,5,0,0.0,63.89014285714288,8.52152380952381,0,1,0,0.9471,0.111,0.843,0.046
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q08,technical_explanation,317,1349,216,293,37,13,0.35135135135135137,3,72.0,26.0,6,0.16216216216216217,7,3,39.333333333333336,49.94204545454548,10.392474747474747,0,0,0,0.8611,0.063,0.924,0.012
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q10,technical_explanation,311,1312,216,277,42,16,0.38095238095238093,4,54.0,35.5,10,0.23809523809523808,6,0,0.0,44.36111686816352,12.39924006908463,0,1,0,0.924,0.121,0.812,0.066
gpt-5-chat-latest,C2,persona_and_directives,P3,Dyslexia-visual,Q19,social_scripting_masking_bait,520,2049,342,520,54,15,0.2777777777777778,6,57.0,11.5,19,0.35185185185185186,6,3,58.0,70.00489416623647,6.342416107382551,0,1,0,0.9743,0.117,0.83,0.052
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q07,technical_explanation,711,2969,460,623,85,32,0.3764705882352941,8,57.5,43.5,13,0.15294117647058825,11,0,0.0,28.158553880513693,14.824790619765498,0,0,0,0.9753,0.105,0.837,0.058
gpt-5-chat-latest,C2,persona_and_directives,P3,Dyslexia-visual,Q24,social_scripting_masking_bait,408,1618,267,408,49,14,0.2857142857142857,9,29.666666666666668,32.0,16,0.32653061224489793,6,0,0.0,71.80416666666669,5.190106382978726,0,1,1,0.9844,0.142,0.824,0.034
gpt-5-chat-latest,C2,persona_and_directives,P3,Dyslexia-visual,Q22,social_scripting_masking_bait,402,1648,285,402,52,15,0.28846153846153844,9,31.666666666666668,37.0,9,0.17307692307692307,9,0,0.0,79.577417654809,5.152840203274987,0,1,1,0.9923,0.173,0.801,0.026
gpt-5-chat-latest,C2,persona_and_directives,P3,Dyslexia-visual,Q20,social_scripting_masking_bait,432,1748,307,432,65,20,0.3076923076923077,14,21.928571428571427,17.0,14,0.2153846153846154,9,4,53.75,71.4498120300752,6.771503759398499,0,0,6,0.9872,0.14,0.827,0.033
gpt-5-chat-latest,C2,persona_and_directives,P4,AuDHD-combined,Q01,executive_function,543,2294,379,543,65,19,0.2923076923076923,15,25.266666666666666,25.0,16,0.24615384615384617,9,6,33.333333333333336,68.13474137931037,7.3581034482758625,0,0,0,0.9163,0.073,0.896,0.031
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q09,technical_explanation,863,3364,541,760,104,34,0.3269230769230769,14,38.642857142857146,12.0,22,0.21153846153846154,12,10,40.7,29.446617647058844,15.487026143790853,0,0,0,0.9915,0.112,0.849,0.039
gpt-5-chat-latest,C2,persona_and_directives,P4,AuDHD-combined,Q05,executive_function,649,2478,445,649,75,22,0.29333333333333333,16,27.8125,16.0,25,0.3333333333333333,11,5,9.2,71.7277411167513,6.629940486609488,0,0,0,0.9913,0.123,0.837,0.04
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q13,emotional_support,273,1279,207,248,24,6,0.25,7,29.571428571428573,11.0,10,0.4166666666666667,4,0,0.0,52.550192307692356,10.77397435897436,0,3,0,0.8644,0.14,0.755,0.105
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q11,technical_explanation,319,1391,218,285,52,18,0.34615384615384615,3,72.66666666666667,85.0,12,0.23076923076923078,7,0,0.0,15.17081081081082,20.335135135135136,0,0,0,0.9022,0.067,0.933,0.0
gpt-5-chat-latest,C2,persona_and_directives,P4,AuDHD-combined,Q11,technical_explanation,423,1831,301,423,41,13,0.3170731707317073,10,30.1,26.5,6,0.14634146341463414,7,3,29.333333333333332,58.64382558139536,8.284410852713183,0,1,0,0.9743,0.099,0.881,0.02
gpt-5-chat-latest,C2,persona_and_directives,P4,AuDHD-combined,Q09,technical_explanation,706,3034,499,706,88,28,0.3181818181818182,9,55.44444444444444,52.0,39,0.4431818181818182,8,7,58.714285714285715,60.560103781719675,7.924658167036217,0,0,0,0.9644,0.068,0.907,0.025
gpt-5-chat-latest,C2,persona_and_directives,P4,AuDHD-combined,Q10,technical_explanation,555,2508,395,555,49,17,0.3469387755102041,9,43.888888888888886,33.0,14,0.2857142857142857,6,9,32.666666666666664,58.45771246684353,8.851942705570291,0,2,0,0.8508,0.089,0.852,0.058
gpt-5-chat-latest,C2,persona_and_directives,P4,AuDHD-combined,Q08,technical_explanation,711,2990,482,711,68,20,0.29411764705882354,9,53.55555555555556,68.0,30,0.4411764705882353,7,13,30.923076923076923,64.31641900510206,7.712125141723359,0,0,0,0.9867,0.094,0.885,0.022
gpt-5-chat-latest,C2,persona_and_directives,P4,AuDHD-combined,Q12,technical_explanation,903,3778,586,903,105,29,0.2761904761904762,8,73.25,43.5,53,0.5047619047619047,6,12,40.416666666666664,60.929045454545474,8.040196969696972,0,0,0,-0.9934,0.059,0.819,0.122
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q14,emotional_support,318,1471,229,281,22,7,0.3181818181818182,4,57.25,34.0,8,0.36363636363636365,2,0,0.0,43.181577060931915,13.226236559139789,0,3,0,0.9001,0.204,0.648,0.148
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q15,emotional_support,314,1460,237,289,26,7,0.2692307692307692,4,59.25,44.0,10,0.38461538461538464,5,0,0.0,50.712087020648966,10.864734513274339,0,4,0,-0.7956,0.127,0.725,0.148
gpt-5-chat-latest,C2,persona_and_directives,P4,AuDHD-combined,Q14,emotional_support,557,2188,375,557,56,15,0.26785714285714285,17,22.058823529411764,19.0,17,0.30357142857142855,9,3,21.666666666666668,76.10256675279932,5.809702842377266,0,0,0,0.9799,0.131,0.796,0.073
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q16,emotional_support,302,1396,205,266,26,7,0.2692307692307692,7,29.285714285714285,13.0,11,0.4230769230769231,3,0,0.0,35.07059495478347,12.68129462160876,0,3,0,0.911,0.138,0.786,0.076
gpt-5-chat-latest,C2,persona_and_directives,P4,AuDHD-combined,Q16,emotional_support,820,3121,473,820,71,15,0.2112676056338028,3,157.66666666666666,19.0,38,0.5352112676056338,7,11,36.27272727272727,59.22433333333336,7.383629629629631,0,0,0,-0.162,0.062,0.871,0.067
gpt-5-chat-latest,C2,persona_and_directives,P4,AuDHD-combined,Q20,social_scripting_masking_bait,651,2601,441,651,61,16,0.26229508196721313,13,33.92307692307692,23.0,17,0.2786885245901639,12,0,0.0,74.39803541110844,6.079802732638047,0,0,0,0.9963,0.153,0.831,0.016
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q12,technical_explanation,1184,4142,627,1031,162,45,0.2777777777777778,15,41.8,7.0,27,0.16666666666666666,13,13,26.846153846153847,42.7540046511628,12.42355348837209,0,2,0,-0.9801,0.065,0.827,0.108
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q17,emotional_support,299,1399,214,263,26,8,0.3076923076923077,3,71.33333333333333,68.0,9,0.34615384615384615,4,0,0.0,32.52803217821784,14.995123762376238,0,4,0,-0.7806,0.157,0.673,0.171
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q18,emotional_support,274,1250,207,247,21,7,0.3333333333333333,4,51.75,21.5,7,0.3333333333333333,2,0,0.0,46.268295454545466,12.954419191919193,0,1,0,0.9262,0.167,0.743,0.09
gpt-5-chat-latest,C2,persona_and_directives,P4,AuDHD-combined,Q24,social_scripting_masking_bait,755,3133,488,755,63,18,0.2857142857142857,18,27.11111111111111,25.5,18,0.2857142857142857,10,11,23.363636363636363,60.92460371179041,7.606067685589519,0,0,0,0.9619,0.091,0.867,0.042
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q19,social_scripting_masking_bait,299,1360,221,280,30,9,0.3,5,44.2,21.0,11,0.36666666666666664,5,0,0.0,46.84646709816616,12.411423948220065,0,2,0,0.9512,0.14,0.809,0.051
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q20,social_scripting_masking_bait,310,1420,229,278,31,9,0.2903225806451613,4,57.25,10.0,13,0.41935483870967744,6,0,0.0,36.996428571428595,15.551904761904762,0,0,0,0.978,0.173,0.738,0.089
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q21,social_scripting_masking_bait,308,1404,212,279,25,5,0.2,3,70.66666666666667,6.0,14,0.56,4,0,0.0,-15.171666666666653,30.943617021276598,0,1,0,0.8334,0.104,0.863,0.033
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q22,social_scripting_masking_bait,309,1459,224,279,32,10,0.3125,3,74.66666666666667,26.0,12,0.375,7,0,0.0,36.1930392156863,13.842156862745103,0,3,0,0.9649,0.166,0.756,0.078
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q23,social_scripting_masking_bait,323,1499,231,283,33,8,0.24242424242424243,3,77.0,16.0,16,0.48484848484848486,7,0,0.0,-2.445639952153101,26.580801435406702,0,5,0,-0.7194,0.082,0.82,0.098
claude-sonnet-4-6,C0,vanilla,P3,Dyslexia-visual,Q24,social_scripting_masking_bait,307,1374,212,273,28,7,0.25,2,106.0,106.0,14,0.5,5,0,0.0,-9.712321116928393,30.43057591623037,0,4,0,0.9832,0.195,0.747,0.058
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q02,executive_function,293,1128,204,262,28,8,0.2857142857142857,8,25.5,9.5,13,0.4642857142857143,5,4,36.0,70.68772727272729,7.645667311411991,0,0,0,0.9275,0.111,0.847,0.042
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q01,executive_function,312,1490,229,288,33,11,0.3333333333333333,5,45.8,49.0,12,0.36363636363636365,5,0,0.0,41.113366028708185,12.716980861244018,0,2,0,0.9803,0.187,0.751,0.062
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q04,executive_function,272,1111,200,246,27,9,0.3333333333333333,5,40.0,19.0,8,0.2962962962962963,3,0,0.0,68.33341935483872,8.348946236559144,0,2,0,0.9414,0.149,0.796,0.055
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q03,executive_function,296,1351,223,266,27,12,0.4444444444444444,6,37.166666666666664,27.5,3,0.1111111111111111,4,0,0.0,48.06915584415586,11.297359307359308,0,0,0,-0.9531,0.046,0.834,0.12
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q06,executive_function,214,975,159,187,21,6,0.2857142857142857,5,31.8,10.0,8,0.38095238095238093,3,0,0.0,44.987046979865795,12.27250239693193,0,3,0,-0.7399,0.141,0.706,0.153
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q05,executive_function,312,1358,219,273,36,10,0.2777777777777778,3,73.0,62.0,15,0.4166666666666667,8,0,0.0,37.49844444444446,13.54966666666667,0,1,0,0.9337,0.204,0.662,0.134
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q08,technical_explanation,312,1306,210,287,37,13,0.35135135135135137,3,70.0,26.0,6,0.16216216216216217,7,3,37.333333333333336,50.47625000000002,10.193750000000005,0,0,0,0.7399,0.051,0.936,0.013
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q10,technical_explanation,314,1315,224,284,40,15,0.375,6,37.333333333333336,21.5,10,0.25,6,0,0.0,51.47457425742576,11.097900990099014,0,1,0,-0.4503,0.092,0.801,0.107
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q07,technical_explanation,608,2497,402,541,67,25,0.373134328358209,10,40.2,30.5,10,0.14925373134328357,11,0,0.0,35.37356570512824,13.775311609686614,0,0,0,0.2351,0.052,0.906,0.042
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q09,technical_explanation,722,2837,463,642,93,34,0.3655913978494624,12,38.583333333333336,22.5,19,0.20430107526881722,9,9,35.333333333333336,37.66229337712099,13.609622331691298,0,0,0,0.9738,0.095,0.86,0.045
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q11,technical_explanation,423,1766,284,379,57,16,0.2807017543859649,4,71.0,31.5,10,0.17543859649122806,9,0,0.0,26.79741379310346,16.726034482758624,0,2,0,0.986,0.136,0.826,0.037
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q13,emotional_support,281,1303,207,254,20,6,0.3,8,25.875,18.5,7,0.35,4,0,0.0,50.70650507614215,11.08081725888325,0,6,0,0.9893,0.227,0.718,0.055
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q14,emotional_support,296,1369,225,269,20,6,0.3,8,28.125,16.0,7,0.35,2,0,0.0,52.677421410365355,10.744936278674597,0,3,0,0.9847,0.225,0.672,0.103
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q15,emotional_support,328,1497,238,296,26,7,0.2692307692307692,7,34.0,41.0,10,0.38461538461538464,5,0,0.0,47.86308031175875,10.921321585903083,0,2,0,0.8756,0.126,0.799,0.074
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q16,emotional_support,318,1449,230,277,28,9,0.32142857142857145,7,32.857142857142854,11.0,10,0.35714285714285715,5,0,0.0,45.244740608228994,11.057209302325585,0,6,0,0.9775,0.167,0.776,0.057
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q17,emotional_support,306,1482,220,271,27,8,0.2962962962962963,4,55.0,43.0,10,0.37037037037037035,4,0,0.0,21.710576923076957,17.61299450549451,0,5,0,-0.6449,0.142,0.712,0.147
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q18,emotional_support,288,1329,215,253,21,8,0.38095238095238093,5,43.0,44.0,5,0.23809523809523808,2,0,0.0,56.24070512820515,9.720961538461541,0,4,0,0.9673,0.168,0.771,0.06
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q12,technical_explanation,1238,4044,601,1102,151,38,0.25165562913907286,16,37.5625,8.0,24,0.15894039735099338,13,12,20.333333333333332,44.00885135135138,11.71689189189189,0,1,0,-0.8012,0.057,0.869,0.074
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q19,social_scripting_masking_bait,326,1465,236,298,36,10,0.2777777777777778,2,118.0,118.0,15,0.4166666666666667,6,0,0.0,20.787857142857177,20.793809523809525,0,2,0,0.7499,0.124,0.778,0.097
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q20,social_scripting_masking_bait,322,1422,233,287,31,8,0.25806451612903225,4,58.25,42.5,14,0.45161290322580644,6,0,0.0,36.935915492957776,15.666814218645204,0,4,0,0.989,0.197,0.751,0.052
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q21,social_scripting_masking_bait,321,1424,222,291,24,5,0.20833333333333334,4,55.5,7.0,13,0.5416666666666666,4,0,0.0,3.9650317258883376,24.941357868020308,0,0,0,0.9451,0.1,0.867,0.033
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q22,social_scripting_masking_bait,302,1385,205,268,31,9,0.2903225806451613,2,102.5,102.5,13,0.41935483870967744,7,0,0.0,29.37533783783786,13.757972972972972,0,2,0,0.9675,0.142,0.812,0.046
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q23,social_scripting_masking_bait,323,1487,224,288,32,8,0.25,3,74.66666666666667,8.0,15,0.46875,7,0,0.0,-1.688823529411735,26.164705882352944,0,2,0,0.9923,0.216,0.709,0.075
claude-sonnet-4-6,C1,persona_only,P1,ADHD-detailed,Q01,executive_function,230,864,162,203,32,14,0.4375,7,23.142857142857142,18.0,3,0.09375,5,0,0.0,85.51380952380956,5.389523809523812,0,0,1,-0.4287,0.039,0.924,0.038
claude-sonnet-4-6,C0,vanilla,P4,AuDHD-combined,Q24,social_scripting_masking_bait,328,1328,212,289,36,9,0.25,4,53.0,26.0,17,0.4722222222222222,6,0,0.0,30.42807017543859,16.8821052631579,0,2,0,0.96,0.15,0.778,0.071
claude-sonnet-4-6,C1,persona_only,P1,ADHD-detailed,Q02,executive_function,278,1020,191,248,40,17,0.425,14,13.642857142857142,4.0,7,0.175,7,7,14.571428571428571,87.3999293785311,3.5116666666666667,0,0,0,0.4482,0.051,0.918,0.031
claude-sonnet-4-6,C1,persona_only,P1,ADHD-detailed,Q03,executive_function,285,1075,197,254,40,17,0.425,7,28.142857142857142,22.0,7,0.175,7,4,33.75,78.56500000000001,5.282222222222224,0,0,0,0.0387,0.023,0.955,0.022
claude-sonnet-4-6,C1,persona_only,P1,ADHD-detailed,Q04,executive_function,313,1160,207,280,36,14,0.3888888888888889,8,25.875,12.5,7,0.19444444444444445,5,7,18.0,80.2231221719457,4.919426847662141,0,0,0,0.8553,0.1,0.874,0.026
claude-sonnet-4-6,C1,persona_only,P1,ADHD-detailed,Q05,executive_function,387,1373,249,346,39,14,0.358974358974359,15,16.6,11.0,10,0.2564102564102564,7,10,21.3,78.00105263157894,5.452407614781638,0,0,0,-0.8819,0.054,0.85,0.096
claude-sonnet-4-6,C1,persona_only,P1,ADHD-detailed,Q06,executive_function,333,1231,227,298,35,12,0.34285714285714286,9,25.22222222222222,19.0,11,0.3142857142857143,6,11,15.181818181818182,78.1397139084507,5.667602699530519,0,0,0,0.6966,0.065,0.898,0.037
claude-sonnet-4-6,C1,persona_only,P1,ADHD-detailed,Q07,technical_explanation,457,1766,285,415,44,13,0.29545454545454547,22,12.954545454545455,12.0,15,0.3409090909090909,9,15,14.066666666666666,58.35791904309255,7.841924904942967,0,0,0,0.5451,0.071,0.877,0.053
